@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
219,'2024/12/19 00:00:15:380',7,0.005672,-0.011236,0.01922,0.273614,-0.015433,0.477849,?,?,?
220,'2024/12/19 00:00:15:386',7,0.267277,-0.29194,-0.187041,0.254184,0.040555,0.457798,?,?,?
221,'2024/12/19 00:00:15:791',7,0.219144,0.783815,0.237921,0.572771,-0.096868,0.576145,?,?,?
222,'2024/12/19 00:00:15:793',7,-0.037722,-0.120582,0.660366,0.817034,-0.11597,0.525183,?,?,?
223,'2024/12/19 00:00:15:991',7,0.201725,-0.172436,0.112616,0.468954,0.015905,0.415905,?,?,?
224,'2024/12/19 00:00:16:300',7,-0.065763,0.147049,-0.511724,0.224694,0.012395,0.527162,?,?,?
225,'2024/12/19 00:00:16:385',7,-0.004785,-0.006997,0.032822,0.27656,-0.007223,0.50928,?,?,?
226,'2024/12/19 00:00:17:324',8,-0.018904,-0.020626,0.027768,0.26024,-0.010502,0.490321,?,?,?
227,'2024/12/19 00:00:17:382',8,0.27731,0.101598,-0.655404,0.313447,0.041785,0.463121,?,?,?
228,'2024/12/19 00:00:17:734',8,-0.08091,0.681275,0.551695,0.785724,-0.206897,0.667691,?,?,?
229,'2024/12/19 00:00:17:783',8,0.016697,-0.030884,0.598681,0.866621,-0.059931,0.428707,?,?,?
230,'2024/12/19 00:00:18:144',8,-0.013355,-0.078557,-0.523899,0.440933,0.031815,0.482196,?,?,?
231,'2024/12/19 00:00:18:182',8,-0.008634,0.102792,-0.019129,0.342188,-0.008118,0.536265,?,?,?
232,'2024/12/19 00:00:19:577',9,0.262089,-0.19826,-0.994041,0.273109,0.00391,0.496053,?,?,?
233,'2024/12/19 00:00:19:586',9,-0.022736,0.753564,0.404417,0.704059,-0.141039,0.628619,?,?,?
234,'2024/12/19 00:00:19:987',9,-0.067404,-0.031196,0.557315,0.869798,-0.090582,0.522993,?,?,?
235,'2024/12/19 00:00:19:987',9,0.108435,0.013916,-0.246922,0.468009,0.024872,0.447595,?,?,?
236,'2024/12/19 00:00:20:190',9,0.01166,0.088761,-0.300527,0.250412,0.027075,0.503967,?,?,?
237,'2024/12/19 00:00:21:522',10,-0.035415,-0.218029,-0.096889,0.271627,-0.02099,0.473623,?,?,?
238,'2024/12/19 00:00:21:582',10,0.033116,0.797259,-1.172858,0.421423,-0.052854,0.527101,?,?,?
239,'2024/12/19 00:00:21:932',10,0.031543,0.387052,0.861324,0.907368,-0.06708,0.536896,?,?,?
240,'2024/12/19 00:00:21:983',10,0.046947,-0.210007,0.512363,0.719078,-0.026198,0.431934,?,?,?
241,'2024/12/19 00:00:22:239',10,0.000796,0.347191,-0.901771,0.236317,0.020983,0.487608,?,?,?
242,'2024/12/19 00:00:23:467',11,-0.027095,-0.157934,0.126863,0.22613,-0.058817,0.455915,?,?,?
243,'2024/12/19 00:00:23:672',11,-0.100999,0.983082,-1.132468,0.08712,-0.064282,0.48201,?,?,?
244,'2024/12/19 00:00:23:784',11,0.110389,0.250012,0.318152,0.3897,-0.12027,0.46077,?,?,?
245,'2024/12/19 00:00:23:982',11,0.00157,-0.367466,0.439066,0.508629,-0.029178,0.435073,?,?,?
246,'2024/12/19 00:00:24:185',11,0.025876,0.280757,-0.673106,0.213044,0.017692,0.514983,?,?,?
247,'2024/12/19 00:00:25:209',12,0.0033,0.020886,-0.009164,0.219138,-0.04379,0.48857,?,?,?
248,'2024/12/19 00:00:25:210',12,-0.01967,0.005765,0.110081,0.207819,-0.042755,0.486779,?,?,?
249,'2024/12/19 00:00:25:413',12,0.166511,-0.525365,-0.121838,0.124077,-0.007727,0.416472,?,?,?
250,'2024/12/19 00:00:25:584',12,-0.069539,0.886114,-0.339025,0.137985,-0.008623,0.561146,?,?,?
251,'2024/12/19 00:00:25:782',12,-0.054554,-0.266731,0.495714,0.394036,-0.069871,0.47251,?,?,?
252,'2024/12/19 00:00:25:991',12,0.040208,-0.107967,-0.199685,0.273259,-0.016816,0.474775,?,?,?
253,'2024/12/19 00:00:26:181',12,0.03468,0.077981,-0.137429,0.198359,-0.025229,0.52895,?,?,?
254,'2024/12/19 00:00:27:256',13,-0.148784,-0.393103,-0.056277,0.17705,-0.024716,0.477059,?,?,?
255,'2024/12/19 00:00:27:461',13,-0.281323,1.088191,-1.145025,0.076715,-0.044139,0.523235,?,?,?
256,'2024/12/19 00:00:27:583',13,-0.239764,0.194313,0.800212,0.596677,-0.080638,0.603414,?,?,?
257,'2024/12/19 00:00:27:872',13,0.03798,-0.284268,0.254424,0.421591,-0.020572,0.461035,?,?,?
258,'2024/12/19 00:02:59:605',14,-0.044663,0.01344,0.06338,0.372849,-0.075866,0.583911,?,?,?
259,'2024/12/19 00:02:59:782',14,0.058943,-0.093502,0.059934,0.279031,-0.017252,0.581532,?,?,?
260,'2024/12/19 00:02:59:980',14,0.262604,0.204546,-0.437502,0.142359,0.002451,0.548232,?,?,?
261,'2024/12/19 00:03:00:317',14,0.0376,0.40052,0.72954,0.567558,-0.032907,0.604447,?,?,?
262,'2024/12/19 00:03:00:496',14,-0.067527,-0.114844,0.383104,0.615935,0.027772,0.551057,?,?,?
263,'2024/12/19 00:03:00:669',14,-0.007118,-0.050184,-0.687197,0.294892,0.08402,0.589696,?,?,?
264,'2024/12/19 00:03:00:846',14,-0.006802,0.044555,0.080945,0.305079,0.036207,0.580891,?,?,?
265,'2024/12/19 00:03:01:581',15,0.019522,-0.033858,0.041909,0.270357,0.007705,0.571976,?,?,?
266,'2024/12/19 00:03:04:501',16,-0.004325,-0.119794,0.012305,0.202573,0.00683,0.586077,?,?,?
267,'2024/12/19 00:03:04:582',16,0.088818,0.140089,-1.156983,0.146518,0.031829,0.543283,?,?,?
268,'2024/12/19 00:03:04:911',16,0.107469,0.878066,0.54051,0.669047,-0.004203,0.623079,?,?,?
269,'2024/12/19 00:03:04:982',16,-0.040947,0.001479,0.704375,0.787515,-0.095305,0.572304,?,?,?
270,'2024/12/19 00:03:05:216',16,0.139577,-0.142428,-0.632169,0.357624,0.006837,0.479096,?,?,?
271,'2024/12/19 00:03:05:423',16,-0.018646,0.043018,-0.097448,0.28782,0.018301,0.538524,?,?,?
272,'2024/12/19 00:03:06:655',17,0.003238,-0.001059,0.012828,0.232851,-0.017426,0.520777,?,?,?
273,'2024/12/19 00:03:06:885',17,-0.047618,-0.683263,-0.106874,0.188146,0.060439,0.475328,?,?,?
274,'2024/12/19 00:03:06:981',17,-0.313848,1.007835,-1.482465,0.142488,-0.030737,0.548163,?,?,?
275,'2024/12/19 00:03:07:472',17,-0.020665,0.199737,0.715705,0.660981,-0.113705,0.510505,?,?,?
276,'2024/12/19 00:03:07:472',17,0.042275,-0.22909,0.535911,0.483775,-0.020332,0.424765,?,?,?
277,'2024/12/19 00:03:07:646',17,-0.039758,0.201984,-0.75186,0.04963,-0.009937,0.479524,?,?,?
278,'2024/12/19 00:03:07:942',17,0.029402,0.014333,0.172489,0.154473,-0.050765,0.458341,?,?,?
279,'2024/12/19 00:03:08:712',18,0.007674,-0.001598,-0.015135,0.142577,-0.049332,0.441028,?,?,?
280,'2024/12/19 00:03:08:786',18,0.018286,0.013265,0.030583,0.141545,-0.044534,0.441339,?,?,?
281,'2024/12/19 00:03:08:990',18,-0.028455,-0.127296,0.117469,0.076269,-0.00793,0.45433,?,?,?
282,'2024/12/19 00:03:09:185',18,0.082446,0.813881,-1.650995,-0.017479,0.055958,0.475803,?,?,?
283,'2024/12/19 00:03:09:382',18,0.008589,0.395911,1.003958,0.561939,-0.121633,0.506625,?,?,?
284,'2024/12/19 00:03:09:826',18,0.01986,-0.205689,0.284029,0.469053,-0.051916,0.409417,?,?,?
285,'2024/12/19 00:03:09:827',18,0.023769,0.119884,-0.395871,0.216371,0.036102,0.467754,?,?,?
286,'2024/12/19 00:03:10:031',18,0.029449,0.03342,-0.015909,0.197077,-0.001446,0.458889,?,?,?
287,'2024/12/19 00:03:10:235',18,0.00176,0.002566,0.031238,0.188976,-0.014796,0.442113,?,?,?
288,'2024/12/19 00:03:11:192',19,0.006297,0.004195,0.01642,0.144869,-0.031597,0.299039,?,?,?
289,'2024/12/19 00:03:11:569',19,-0.11671,-0.363277,-0.019765,0.083797,-0.013925,0.281253,?,?,?
290,'2024/12/19 00:03:11:585',19,-0.002119,0.551896,-0.174771,0.174515,-0.055779,0.341801,?,?,?
291,'2024/12/19 00:03:11:785',19,-0.081671,0.262229,0.793504,0.495395,-0.076867,0.351165,?,?,?
292,'2024/12/19 00:03:11:983',19,0.016637,-0.397814,0.065417,0.297568,0.009268,0.273364,?,?,?
293,'2024/12/19 00:03:12:258',19,0.089372,0.229679,-0.513174,0.106896,0.027304,0.331025,?,?,?
294,'2024/12/19 00:03:12:489',19,0.031648,-0.042183,0.242436,0.154815,-0.0175,0.315725,?,?,?
295,'2024/12/19 00:03:13:183',20,-0.002302,0.00022,-0.011042,0.136462,-0.039395,0.33462,?,?,?
296,'2024/12/19 00:03:13:398',20,0.003636,-0.010813,-0.020766,0.120367,-0.024645,0.331281,?,?,?
297,'2024/12/19 00:03:13:718',20,-0.026542,-0.489695,-0.485316,0.005087,0.028621,0.285314,?,?,?
298,'2024/12/19 00:03:13:782',20,0.145332,0.695989,0.135995,0.259215,-0.029169,0.364645,?,?,?
299,'2024/12/19 00:03:14:126',20,-0.198999,-0.08858,0.741558,0.556115,-0.043552,0.40329,?,?,?
300,'2024/12/19 00:03:14:435',20,0.077661,-0.21427,-0.015115,0.337447,0.066469,0.250096,?,?,?
301,'2024/12/19 00:03:14:457',20,-0.073411,0.141332,-0.409002,0.159442,0.024617,0.308308,?,?,?
302,'2024/12/19 00:03:15:447',21,0.001589,0.002261,0.016573,0.154625,0.000122,0.285261,?,?,?
303,'2024/12/19 00:03:15:822',21,-0.019925,0.794597,-0.51357,0.145899,-0.018434,0.330731,?,?,?
304,'2024/12/19 00:03:15:981',21,0.064317,0.025731,0.606953,0.48033,-0.101448,0.32061,?,?,?
305,'2024/12/19 00:03:18:183',22,-0.001046,0.002636,0.009408,0.129139,-0.040655,0.319072,?,?,?
306,'2024/12/19 00:03:18:383',22,-0.034044,-0.088004,0.069608,0.102774,-0.043392,0.313748,?,?,?
307,'2024/12/19 00:03:18:635',22,-0.099108,0.355441,-0.53993,0.139663,-0.031777,0.312021,?,?,?
308,'2024/12/19 00:03:18:850',22,0.069654,0.350941,0.941255,0.549257,-0.07483,0.344128,?,?,?
309,'2024/12/19 00:03:19:043',22,0.236414,-0.423676,0.292377,0.370281,0.002134,0.204309,?,?,?
310,'2024/12/19 00:03:19:250',22,0.081634,0.202179,-0.496475,0.08681,0.009941,0.315761,?,?,?
311,'2024/12/19 00:03:19:452',22,-0.025465,0.017121,0.088076,0.123852,-0.041069,0.347982,?,?,?
312,'2024/12/19 00:03:20:682',23,-0.003612,-0.097141,-0.341567,0.040413,-0.020974,0.31405,?,?,?
313,'2024/12/19 00:03:20:937',23,-0.169055,-0.372879,0.195362,0.039347,0.000842,0.310632,?,?,?
314,'2024/12/19 00:03:20:982',23,0.220643,0.628084,0.181457,0.147169,-0.064926,0.359575,?,?,?
315,'2024/12/19 00:03:21:199',23,0.137545,-0.224735,0.388697,0.350237,-0.030028,0.217192,?,?,?
316,'2024/12/19 00:03:21:398',23,0.209698,-0.262278,0.320062,0.159819,-0.012702,0.239996,?,?,?
317,'2024/12/19 00:03:21:707',23,-0.053025,0.180663,-0.340884,-0.018374,-0.005798,0.337579,?,?,?
318,'2024/12/19 00:03:22:632',24,0.010901,-0.006032,-0.00568,0.022382,-0.070302,0.293872,?,?,?
319,'2024/12/19 00:03:22:785',24,0.007168,0.01602,0.006873,0.010542,-0.072451,0.29964,?,?,?
320,'2024/12/19 00:03:22:985',24,0.195746,-0.64206,0.069826,0.046769,0.091729,0.233017,?,?,?
321,'2024/12/19 00:03:23:186',24,-0.037328,1.037301,-0.472517,0.070226,0.035133,0.330806,?,?,?
322,'2024/12/19 00:03:23:383',24,-0.003717,-0.034694,0.580795,0.399211,-0.069984,0.271599,?,?,?
323,'2024/12/19 00:03:23:656',24,0.033768,-0.268371,0.188589,0.267825,0.015079,0.240175,?,?,?
324,'2024/12/19 00:03:23:786',24,-0.195174,0.048036,-0.482615,0.045549,-0.017171,0.310609,?,?,?
325,'2024/12/19 00:03:24:985',25,-0.016288,-0.028516,0.041653,0.057713,-0.018427,0.278425,?,?,?
326,'2024/12/19 00:03:25:291',25,-0.000193,-0.527735,-0.434189,-0.04623,-0.000295,0.248354,?,?,?
327,'2024/12/19 00:03:25:384',25,0.22591,0.772453,0.178644,0.146419,-0.008071,0.31475,?,?,?
328,'2024/12/19 00:03:25:586',25,0.093781,-0.272021,0.556778,0.435476,-0.041615,0.262469,?,?,?
329,'2024/12/19 00:03:25:794',25,0.002963,-0.076796,0.213952,0.267113,-0.006441,0.266464,?,?,?
330,'2024/12/19 00:03:25:986',25,-0.063019,0.126224,-0.315451,0.060908,-0.017397,0.318888,?,?,?
331,'2024/12/19 00:06:37:505',26,0.074791,-0.004349,0.026623,0.226135,0.028916,0.397308,5,?,?
332,'2024/12/19 00:06:37:583',26,-0.059932,-0.226532,-0.18927,0.065186,0.124451,0.346232,5,?,?
333,'2024/12/19 00:06:37:914',26,0.26417,0.616854,-0.740941,0.028494,0.087862,0.363452,5,?,?
334,'2024/12/19 00:06:37:982',26,0.043846,0.338397,1.034652,0.452667,-0.01696,0.459783,5,?,?
335,'2024/12/19 00:06:38:222',26,-0.08572,-0.205697,-0.044758,0.256298,0.010549,0.402893,5,?,?
336,'2024/12/19 00:06:38:426',26,0.017288,0.312723,-0.251646,-0.01171,0.079389,0.426959,5,?,?
337,'2024/12/19 00:06:38:583',26,0.387467,-0.799994,-0.406355,-0.129026,0.102949,0.342676,5,?,?
338,'2024/12/19 00:06:38:938',26,0.208115,0.916735,0.521832,0.297493,0.099915,0.43597,5,?,?
339,'2024/12/19 00:06:38:981',26,-0.101725,-0.240512,0.65691,0.557534,-0.020022,0.417569,5,?,?
340,'2024/12/19 00:06:39:182',26,-0.140665,-0.282368,0.352538,0.295045,-0.01007,0.391608,5,?,?
341,'2024/12/19 00:06:39:382',26,-0.055894,0.309666,-0.725676,-0.011196,0.076726,0.428979,5,?,?
342,'2024/12/19 00:06:39:582',26,0.057061,-0.77551,0.121832,0.006915,0.055808,0.391032,5,?,?
343,'2024/12/19 00:06:39:963',26,0.15418,1.034983,-0.481183,0.129737,0.029391,0.470093,5,?,?
344,'2024/12/19 00:06:39:982',26,-0.161473,0.102631,0.921466,0.631698,-0.090002,0.456598,5,?,?
345,'2024/12/19 00:06:40:372',26,-0.024037,-0.134222,0.103125,0.416838,-0.000362,0.333021,5,?,?
346,'2024/12/19 00:06:40:383',26,0.003208,0.017269,-0.659933,0.061497,0.126719,0.356314,5,?,?
347,'2024/12/19 00:06:40:782',26,-0.058897,1.069056,-1.263275,-0.060054,0.117207,0.47424,5,?,?
348,'2024/12/19 00:06:40:783',26,0.062921,0.397609,0.812303,0.429844,-0.067119,0.487477,5,?,?
349,'2024/12/19 00:06:40:982',26,-0.089957,-0.200028,0.333033,0.468129,-0.028397,0.373261,5,?,?
350,'2024/12/19 00:06:41:182',26,0.065944,-0.212583,0.052793,0.2158,0.067336,0.266798,5,?,?
351,'2024/12/19 00:06:41:383',26,-0.173532,0.769793,-1.121417,0.06892,0.094152,0.426196,5,?,?
352,'2024/12/19 00:06:41:584',26,0.039543,0.396301,0.85569,0.45414,-0.075709,0.455172,5,?,?
353,'2024/12/19 00:06:41:806',26,-0.08342,-0.287406,0.531243,0.504839,-0.011855,0.326093,5,?,?
354,'2024/12/19 00:06:42:006',26,0.452642,0.13332,-0.591654,0.021963,0.188765,0.409189,5,?,?
355,'2024/12/19 00:06:42:215',26,0.278567,0.438744,0.629757,0.296637,-0.025869,0.415025,5,?,?
356,'2024/12/19 00:06:42:420',26,-0.09194,-0.05439,0.558636,0.570366,-0.038617,0.3365,5,?,?
357,'2024/12/19 00:06:42:584',26,0.040362,-0.327655,0.09848,0.304005,0.151041,0.218786,5,?,?
358,'2024/12/19 00:06:42:829',26,0.085429,0.639449,-0.456168,0.039407,0.09616,0.45152,5,?,?
359,'2024/12/19 00:06:43:034',26,-0.026568,0.35357,0.534531,0.462095,-0.075381,0.486054,5,?,?
360,'2024/12/19 00:06:43:184',26,-0.045247,-0.157586,0.341714,0.58554,0.037309,0.327035,5,?,?
361,'2024/12/19 00:06:43:384',26,0.123282,-0.260009,0.082087,0.27492,0.159063,0.301241,5,?,?
362,'2024/12/19 00:06:43:744',26,0.296837,1.02274,-2.164014,0.023078,0.078616,0.428452,5,?,?
363,'2024/12/19 00:06:43:783',26,-0.203577,0.518837,0.787126,0.696137,-0.08135,0.525858,5,?,?
364,'2024/12/19 00:06:43:983',26,-0.097901,-0.039548,0.209099,0.671076,-0.006838,0.417691,5,?,?
365,'2024/12/19 00:06:45:585',27,0.000047,0.028503,-0.01784,0.082689,0.039604,0.371939,5,?,?
366,'2024/12/19 00:06:45:902',27,-0.075083,-0.130287,0.197785,0.072903,0.069295,0.371813,5,?,?
367,'2024/12/19 00:06:45:984',27,0.440056,0.305748,-0.407265,-0.020502,0.069628,0.376831,5,?,?
368,'2024/12/19 00:06:46:312',27,-0.007337,0.493153,0.919305,0.490161,-0.035777,0.462359,5,?,?
369,'2024/12/19 00:06:46:391',27,0.074215,-0.421757,0.485768,0.502612,0.064578,0.347471,5,?,?
370,'2024/12/19 00:06:46:722',27,0.430148,-0.188934,-0.393322,0.056702,0.188128,0.406638,5,?,?
371,'2024/12/19 00:06:47:028',27,0.089781,0.398015,0.740653,0.341261,0.006479,0.478578,5,?,?
372,'2024/12/19 00:06:47:030',27,-0.110014,-0.023998,0.386292,0.45768,0.032492,0.403463,5,?,?
373,'2024/12/19 00:06:47:184',27,0.237043,-0.495083,0.090423,0.193267,0.149653,0.307804,5,?,?
374,'2024/12/19 00:06:47:494',27,0.196672,0.887633,-0.309794,0.326493,-0.004383,0.488584,5,?,?
375,'2024/12/19 00:06:47:584',27,-0.078243,0.097618,0.421857,0.573106,-0.013371,0.424928,5,?,?
376,'2024/12/19 00:06:47:784',27,0.044927,-0.580658,0.362639,0.262385,0.033275,0.258037,5,?,?
377,'2024/12/19 00:06:47:984',27,-0.797398,2.158766,-1.984384,-0.288535,0.228809,0.50354,5,?,?
378,'2024/12/19 00:06:48:257',27,-0.036839,0.461413,0.309405,0.326964,-0.122336,0.467651,5,?,?
379,'2024/12/19 00:06:48:461',27,-0.001311,-0.253192,0.504788,0.547281,-0.014886,0.379386,5,?,?
380,'2024/12/19 00:06:48:584',27,0.603779,-0.513414,-0.309571,0.084128,0.117363,0.277587,5,?,?
381,'2024/12/19 00:06:48:872',27,0.083235,0.642527,0.88021,0.389185,0.048969,0.447767,5,?,?
382,'2024/12/19 00:06:48:984',27,-0.029535,-0.256357,0.469953,0.52114,0.042532,0.344308,5,?,?
383,'2024/12/19 00:06:49:183',27,0.411673,-0.478993,-0.13101,0.096275,0.140895,0.317307,5,?,?
384,'2024/12/19 00:06:49:383',27,0.08396,0.744994,0.356421,0.18731,0.102394,0.478049,5,?,?
385,'2024/12/19 00:06:49:691',27,0.030809,-0.269023,0.626034,0.494578,0.044064,0.316446,5,?,?
386,'2024/12/19 00:06:49:783',27,0.424135,-0.433872,0.056549,0.209612,0.194573,0.352657,5,?,?
387,'2024/12/19 00:06:50:100',27,0.140536,0.7389,0.607495,0.294357,0.011892,0.543693,5,?,?
388,'2024/12/19 00:06:50:183',27,0.078673,-0.233723,0.395091,0.564453,0.018478,0.286675,5,?,?
389,'2024/12/19 00:06:50:511',27,-0.102924,-0.35916,0.420388,0.305305,0.140712,0.31509,5,?,?
390,'2024/12/19 00:06:50:584',27,0.027346,0.55168,0.009818,0.267711,-0.013927,0.56662,5,?,?
391,'2024/12/19 00:06:50:920',27,0.001818,0.256354,0.283775,0.506337,-0.039865,0.537119,5,?,?
392,'2024/12/19 00:06:50:984',27,-0.009394,-0.114581,0.207113,0.412474,0.006523,0.391869,5,?,?
393,'2024/12/19 00:06:51:787',28,0.02011,-0.004577,-0.023452,0.200499,-0.005776,0.389352,5,?,?
394,'2024/12/19 00:06:52:046',28,-0.137363,-0.69328,0.249352,0.14347,0.023656,0.342566,5,?,?
395,'2024/12/19 00:06:52:185',28,-0.050369,1.322861,-1.936583,0.055723,0.056438,0.475198,5,?,?
396,'2024/12/19 00:06:52:385',28,0.085276,0.071103,0.874656,0.670503,-0.08528,0.431368,5,?,?
397,'2024/12/19 00:06:52:582',28,-0.017813,-0.098951,0.321065,0.521629,-0.005731,0.441705,5,?,?
398,'2024/12/19 00:06:52:785',28,0.070882,0.050912,-0.341953,0.210499,0.021373,0.450672,5,?,?
399,'2024/12/19 00:06:54:197',29,-0.063463,-0.14486,0.136456,0.087689,0.037723,0.406219,5,?,?
400,'2024/12/19 00:06:54:197',29,-0.042514,1.320204,-1.391859,0.066989,0.074396,0.526043,5,?,?
401,'2024/12/19 00:06:54:395',29,0.192012,-0.064455,0.84598,0.575857,-0.035987,0.407668,5,?,?
402,'2024/12/19 00:06:54:605',29,-0.039471,-0.233924,0.531394,0.523661,0.00914,0.413996,5,?,?
403,'2024/12/19 00:06:54:810',29,0.029922,0.114754,-0.573436,0.192961,0.035456,0.432095,5,?,?
404,'2024/12/19 00:06:55:785',30,0.001683,0.005688,0.017892,0.189902,0.026879,0.437017,5,?,?
405,'2024/12/19 00:06:55:984',30,-0.088304,-0.440472,0.018178,0.15265,0.056026,0.447552,5,?,?
406,'2024/12/19 00:06:56:184',30,-0.065068,1.280202,-1.614003,0.096207,0.006214,0.45996,5,?,?
407,'2024/12/19 00:06:56:552',30,-0.178094,0.063119,1.072883,0.708572,-0.036149,0.468785,5,?,?
408,'2024/12/19 00:06:56:584',30,0.021499,-0.186238,0.184496,0.427428,0.030053,0.420356,5,?,?
409,'2024/12/19 00:06:56:962',30,-0.060178,0.247762,-0.475112,0.06828,0.051364,0.504443,5,?,?
410,'2024/12/19 00:06:56:985',30,0.047702,-0.008315,0.164544,0.073416,0.005199,0.438764,5,?,?
411,'2024/12/19 00:06:57:787',31,0.001953,0.007904,0.002501,0.052713,0.005639,0.441894,5,?,?
412,'2024/12/19 00:06:57:982',31,-0.038603,-0.061182,0.070198,0.033001,0.015464,0.446593,5,?,?
413,'2024/12/19 00:06:58:183',31,-0.064562,0.697736,-0.836833,-0.006427,0.090184,0.472262,5,?,?
414,'2024/12/19 00:06:58:385',31,0.058943,0.272165,0.809116,0.373927,-0.095541,0.464736,5,?,?
415,'2024/12/19 00:06:58:584',31,-0.047255,-0.255029,0.225617,0.342963,-0.056448,0.405836,5,?,?
416,'2024/12/19 00:06:58:785',31,0.020047,0.219407,-0.24571,0.022388,0.035985,0.427439,5,?,?
417,'2024/12/19 00:06:58:995',31,0.060755,-0.012753,0.05746,-0.003934,0.033506,0.415598,5,?,?
418,'2024/12/19 00:07:34:985',32,-0.00977,0.017537,-0.022672,0.114881,-0.054827,0.427368,0,?,?
419,'2024/12/19 00:07:35:181',32,-0.000311,0.005673,-0.0141,0.12411,-0.036785,0.429546,0,?,?
420,'2024/12/19 00:07:35:465',32,0.001346,0.006866,0.009754,0.125958,-0.038249,0.429377,0,?,?
421,'2024/12/19 00:07:35:582',32,-0.004942,0.011377,-0.007264,0.125014,-0.036211,0.429733,0,?,?
422,'2024/12/19 00:07:35:782',32,-0.007866,0.008357,-0.003,0.125015,-0.034247,0.430705,0,?,?
423,'2024/12/19 00:07:35:983',32,-0.0074,0.007033,-0.004538,0.125004,-0.03284,0.430599,0,?,?
424,'2024/12/19 00:07:36:292',32,0.010204,0.005197,-0.015333,0.124645,-0.033465,0.428912,0,?,?
425,'2024/12/19 00:07:36:382',32,-0.004549,0.007174,0.002499,0.125761,-0.034026,0.429912,0,?,?
426,'2024/12/19 00:07:36:593',32,-0.00567,0.008656,0.007511,0.125855,-0.034373,0.430078,0,?,?
427,'2024/12/19 00:07:36:782',32,-0.001915,0.006666,0.012142,0.124772,-0.036278,0.429815,0,?,?
428,'2024/12/19 00:07:37:006',32,0.017111,0.001996,-0.001692,0.123525,-0.036178,0.428125,0,?,?
429,'2024/12/19 00:07:37:206',32,-0.011753,0.011462,-0.00339,0.123362,-0.036429,0.428739,0,?,?
430,'2024/12/19 00:07:37:410',32,0.004563,0.000522,0.022347,0.125285,-0.036273,0.427119,0,?,?
431,'2024/12/19 00:07:37:590',32,-0.008165,0.013869,-0.020343,0.123819,-0.036141,0.428067,0,?,?
432,'2024/12/19 00:07:37:822',32,-0.000437,0.001749,0.024606,0.126245,-0.036729,0.428454,0,?,?
433,'2024/12/19 00:07:38:025',32,0.003979,0.007049,-0.012527,0.12545,-0.036347,0.429197,0,?,?
434,'2024/12/19 00:07:38:182',32,0.00177,0.004113,0.012557,0.125705,-0.036767,0.429268,0,?,?
435,'2024/12/19 00:07:38:382',32,0.004803,0.007192,-0.000045,0.125749,-0.036148,0.430305,0,?,?
436,'2024/12/19 00:07:38:582',32,0.003199,0.003769,0.01369,0.12662,-0.036026,0.431134,0,?,?
437,'2024/12/19 00:07:38:846',32,0.003028,0.003988,-0.003389,0.12658,-0.034992,0.431619,0,?,?
438,'2024/12/19 00:07:38:982',32,-0.002458,0.007127,0.008286,0.127206,-0.034402,0.432112,0,?,?
439,'2024/12/19 00:07:39:191',32,0.005441,0.002863,0.002657,0.126599,-0.03481,0.431877,0,?,?
440,'2024/12/19 00:07:39:390',32,-0.000202,0.002053,0.006388,0.127259,-0.035262,0.432621,0,?,?
441,'2024/12/19 00:07:39:583',32,0.000098,0.006412,-0.005676,0.127069,-0.034917,0.433092,0,?,?
442,'2024/12/19 00:07:39:972',32,0.003355,0.005266,0.006502,0.126376,-0.034751,0.432562,0,?,?
443,'2024/12/19 00:07:39:989',32,-0.002055,0.005409,0.00296,0.126273,-0.034281,0.432401,0,?,?
444,'2024/12/19 00:07:40:279',32,0.005074,0.003749,0.011792,0.125661,-0.033482,0.431653,0,?,?
445,'2024/12/19 00:07:40:382',32,0.003544,0.004845,-0.001895,0.125551,-0.032969,0.431889,0,?,?
446,'2024/12/19 00:07:40:583',32,0.000723,0.0049,0.010348,0.126776,-0.033238,0.432692,0,?,?
447,'2024/12/19 00:07:40:782',32,-0.004971,0.007171,0.002285,0.126865,-0.033067,0.433134,0,?,?
448,'2024/12/19 00:07:40:981',32,0.003476,0.005708,-0.009213,0.127867,-0.033172,0.434612,0,?,?
449,'2024/12/19 00:07:41:182',32,0.001248,0.005664,-0.001325,0.1279,-0.033541,0.435373,0,?,?
450,'2024/12/19 00:07:41:510',32,0.001392,0.00447,0.003588,0.12845,-0.032319,0.43657,0,?,?
451,'2024/12/19 00:07:41:585',32,-0.00236,0.004583,0.002536,0.12841,-0.031981,0.436288,0,?,?
452,'2024/12/19 00:07:41:820',32,0.002641,0.004202,0.003101,0.129503,-0.030397,0.437679,0,?,?
453,'2024/12/19 00:07:41:991',32,0.001124,0.005821,0.003302,0.129335,-0.029466,0.438177,0,?,?
454,'2024/12/19 00:07:42:191',32,-0.00014,0.008439,0.003491,0.12959,-0.029192,0.439544,0,?,?
455,'2024/12/19 00:07:42:442',32,0.000887,0.002617,-0.006746,0.12912,-0.028056,0.440157,0,?,?
456,'2024/12/19 00:07:42:582',32,-0.002609,0.008187,-0.002034,0.128567,-0.027406,0.440633,0,?,?
